,SECTOR,CP_CLIENTE,total
803,OCIO Y TIEMPO LIBRE,4212,6
804,OCIO Y TIEMPO LIBRE,4898,6
805,OCIO Y TIEMPO LIBRE,4213,6
806,OCIO Y TIEMPO LIBRE,4621,6
807,OCIO Y TIEMPO LIBRE,4549,5
808,OCIO Y TIEMPO LIBRE,4616,4
809,OCIO Y TIEMPO LIBRE,4811,3
810,OCIO Y TIEMPO LIBRE,4868,3
811,OCIO Y TIEMPO LIBRE,4741,2
812,OCIO Y TIEMPO LIBRE,4813,2
813,OCIO Y TIEMPO LIBRE,4746,2
814,OCIO Y TIEMPO LIBRE,4812,2
815,OCIO Y TIEMPO LIBRE,4693,1
816,OCIO Y TIEMPO LIBRE,4778,1
817,OCIO Y TIEMPO LIBRE,4259,1
818,OCIO Y TIEMPO LIBRE,4618,1
819,OTROS,4009,8786
820,OTROS,4007,8660
821,OTROS,4008,7946
822,OTROS,4005,7032
823,OTROS,4006,6641
824,OTROS,4004,5901
825,OTROS,4003,5276
826,OTROS,4002,4736
827,OTROS,4230,4015
828,OTROS,4120,3545
829,OTROS,4720,2966
830,OTROS,4001,2789
831,OTROS,4131,2179
832,OTROS,4740,1565
833,OTROS,4130,1462
834,OTROS,4240,1310
835,OTROS,4700,985
836,OTROS,4110,897
837,OTROS,4117,840
838,OTROS,4410,707
839,OTROS,4140,700
840,OTROS,4250,584
841,OTROS,4560,549
842,OTROS,4770,546
843,OTROS,4738,508
844,OTROS,4867,487
845,OTROS,4100,471
846,OTROS,4760,466
847,OTROS,4620,449
848,OTROS,4860,433
849,OTROS,4400,378
850,OTROS,4800,360
851,OTROS,4200,355
852,OTROS,4600,331
853,OTROS,4820,318
854,OTROS,4500,308
855,OTROS,4520,304
856,OTROS,4150,291
857,OTROS,4710,277
858,OTROS,4721,274
859,OTROS,4745,249
860,OTROS,4279,248
861,OTROS,4151,236
862,OTROS,4630,234
863,OTROS,4118,213
864,OTROS,4610,209
865,OTROS,4880,205
866,OTROS,4638,195
867,OTROS,4711,185
868,OTROS,4260,184
869,OTROS,4270,182
870,OTROS,4510,177
871,OTROS,4890,176
872,OTROS,4409,175
873,OTROS,4569,155
874,OTROS,4550,150
875,OTROS,4271,148
876,OTROS,4450,143
877,OTROS,4850,119
878,OTROS,4639,117
879,OTROS,4113,114
880,OTROS,4750,114
881,OTROS,4480,114
882,OTROS,4213,107
883,OTROS,4716,107
884,OTROS,4458,106
885,OTROS,4460,101
886,OTROS,4628,99
887,OTROS,4713,94
888,OTROS,4116,93
889,OTROS,4280,91
890,OTROS,4727,91
891,OTROS,4869,90
892,OTROS,4470,88
893,OTROS,4660,84
894,OTROS,4838,80
895,OTROS,4712,76
896,OTROS,4728,73
897,OTROS,4459,72
898,OTROS,4887,71
899,OTROS,4640,70
900,OTROS,4431,67
901,OTROS,4810,65
902,OTROS,4160,65
903,OTROS,4859,65
904,OTROS,4617,64
905,OTROS,4715,61
906,OTROS,4540,61
907,OTROS,4870,59
908,OTROS,4830,53
909,OTROS,4430,52
910,OTROS,4288,51
911,OTROS,4779,47
912,OTROS,4568,47
913,OTROS,4888,46
914,OTROS,4661,46
915,OTROS,4717,44
916,OTROS,4531,44
917,OTROS,4420,43
918,OTROS,4692,42
919,OTROS,4275,41
920,OTROS,4210,36
921,OTROS,4815,35
922,OTROS,4479,34
923,OTROS,4857,31
924,OTROS,4115,30
925,OTROS,4878,28
926,OTROS,4825,28
927,OTROS,4530,28
928,OTROS,4149,28
929,OTROS,4276,21
930,OTROS,4729,21
931,OTROS,4114,20
932,OTROS,4650,18
933,OTROS,4532,15
934,OTROS,4889,14
935,OTROS,4868,13
936,OTROS,4212,12
937,OTROS,4897,12
938,OTROS,4440,11
939,OTROS,4746,11
940,OTROS,4813,11
941,OTROS,4567,10
942,OTROS,4621,10
943,OTROS,4616,9
944,OTROS,4211,6
945,OTROS,4741,5
946,OTROS,4619,5
947,OTROS,4879,5
948,OTROS,4618,4
949,OTROS,4648,3
950,OTROS,4778,2
951,OTROS,4662,2
952,OTROS,4629,2
953,OTROS,4877,2
954,OTROS,4693,2
955,OTROS,4812,1
956,RESTAURACION,4007,10488
957,RESTAURACION,4009,9560
958,RESTAURACION,4006,7162
959,RESTAURACION,4005,5896
960,RESTAURACION,4008,5023
961,RESTAURACION,4004,5018
962,RESTAURACION,4720,4427
963,RESTAURACION,4230,4319
964,RESTAURACION,4120,4108
965,RESTAURACION,4003,3974
966,RESTAURACION,4002,3812
967,RESTAURACION,4001,2528
968,RESTAURACION,4131,2132
969,RESTAURACION,4740,1822
970,RESTAURACION,4130,1703
971,RESTAURACION,4700,1584
972,RESTAURACION,4240,1421
973,RESTAURACION,4110,878
974,RESTAURACION,4410,749
975,RESTAURACION,4770,732
976,RESTAURACION,4738,726
977,RESTAURACION,4250,721
978,RESTAURACION,4117,704
979,RESTAURACION,4140,686
980,RESTAURACION,4721,615
981,RESTAURACION,4100,572
982,RESTAURACION,4400,445
983,RESTAURACION,4560,436
984,RESTAURACION,4800,420
985,RESTAURACION,4620,409
986,RESTAURACION,4711,400
987,RESTAURACION,4867,397
988,RESTAURACION,4200,394
989,RESTAURACION,4760,359
990,RESTAURACION,4600,336
991,RESTAURACION,4150,321
992,RESTAURACION,4860,281
993,RESTAURACION,4880,279
994,RESTAURACION,4630,275
995,RESTAURACION,4745,258
996,RESTAURACION,4610,245
997,RESTAURACION,4270,238
998,RESTAURACION,4820,222
999,RESTAURACION,4710,215
1000,RESTAURACION,4520,207
1001,RESTAURACION,4271,183
1002,RESTAURACION,4260,173
1003,RESTAURACION,4750,157
1004,RESTAURACION,4500,156
1005,RESTAURACION,4118,149
1006,RESTAURACION,4510,137
1007,RESTAURACION,4638,136
1008,RESTAURACION,4160,135
1009,RESTAURACION,4869,128
1010,RESTAURACION,4151,128
1011,RESTAURACION,4279,122
1012,RESTAURACION,4640,121
1013,RESTAURACION,4890,117
1014,RESTAURACION,4727,114
1015,RESTAURACION,4550,108
1016,RESTAURACION,4639,106
1017,RESTAURACION,4458,106
1018,RESTAURACION,4870,105
1019,RESTAURACION,4450,102
1020,RESTAURACION,4470,96
1021,RESTAURACION,4628,92
1022,RESTAURACION,4850,91
1023,RESTAURACION,4113,90
1024,RESTAURACION,4116,83
1025,RESTAURACION,4409,79
1026,RESTAURACION,4712,77
1027,RESTAURACION,4713,77
1028,RESTAURACION,4779,75
1029,RESTAURACION,4716,72
1030,RESTAURACION,4715,70
1031,RESTAURACION,4887,68
1032,RESTAURACION,4280,63
1033,RESTAURACION,4431,62
1034,RESTAURACION,4617,62
1035,RESTAURACION,4149,54
1036,RESTAURACION,4460,53
1037,RESTAURACION,4661,51
1038,RESTAURACION,4830,47
1039,RESTAURACION,4838,47
1040,RESTAURACION,4459,46
1041,RESTAURACION,4569,45
1042,RESTAURACION,4717,45
1043,RESTAURACION,4859,43
1044,RESTAURACION,4660,42
1045,RESTAURACION,4810,42
1046,RESTAURACION,4692,41
1047,RESTAURACION,4540,41
1048,RESTAURACION,4288,38
1049,RESTAURACION,4115,34
1050,RESTAURACION,4888,33
1051,RESTAURACION,4728,31
1052,RESTAURACION,4531,30
1053,RESTAURACION,4568,28
1054,RESTAURACION,4420,26
1055,RESTAURACION,4275,24
1056,RESTAURACION,4650,22
1057,RESTAURACION,4878,21
1058,RESTAURACION,4898,21
1059,RESTAURACION,4825,20
1060,RESTAURACION,4729,20
1061,RESTAURACION,4114,20
1062,RESTAURACION,4479,19
1063,RESTAURACION,4430,18
1064,RESTAURACION,4480,17
1065,RESTAURACION,4440,17
1066,RESTAURACION,4210,17
1067,RESTAURACION,4889,16
1068,RESTAURACION,4621,16
1069,RESTAURACION,4532,12
1070,RESTAURACION,4815,12
1071,RESTAURACION,4616,12
1072,RESTAURACION,4629,10
1073,RESTAURACION,4212,9
1074,RESTAURACION,4648,9
1075,RESTAURACION,4567,8
1076,RESTAURACION,4213,8
1077,RESTAURACION,4530,7
1078,RESTAURACION,4811,5
1079,RESTAURACION,4276,5
1080,RESTAURACION,4857,4
1081,RESTAURACION,4879,4
1082,RESTAURACION,4746,4
1083,RESTAURACION,4813,3
1084,RESTAURACION,4778,3
1085,RESTAURACION,4868,3
1086,RESTAURACION,4619,2
1087,RESTAURACION,4897,2
1088,RESTAURACION,4618,1
1089,RESTAURACION,4743,1
1090,RESTAURACION,4647,1
1091,RESTAURACION,4741,1
1092,RESTAURACION,4812,1
1093,SALUD,4009,10384
1094,SALUD,4007,9661
1095,SALUD,4006,7708
1096,SALUD,4008,7315
1097,SALUD,4005,6328
1098,SALUD,4004,5570
1099,SALUD,4230,5239
1100,SALUD,4120,4571
1101,SALUD,4003,4383
1102,SALUD,4002,4256
1103,SALUD,4720,3799
1104,SALUD,4001,2692
1105,SALUD,4131,2222
1106,SALUD,4740,2098
1107,SALUD,4130,1399
1108,SALUD,4240,1295
1109,SALUD,4700,1039
1110,SALUD,4410,796
1111,SALUD,4250,692
1112,SALUD,4770,647
1113,SALUD,4738,622
1114,SALUD,4140,614
1115,SALUD,4110,610
1116,SALUD,4117,582
1117,SALUD,4560,533
1118,SALUD,4200,509
1119,SALUD,4721,448
1120,SALUD,4400,424
1121,SALUD,4100,420
1122,SALUD,4150,321
1123,SALUD,4760,315
1124,SALUD,4710,292
1125,SALUD,4860,290
1126,SALUD,4620,282
1127,SALUD,4711,262
1128,SALUD,4800,254
1129,SALUD,4270,253
1130,SALUD,4279,234
1131,SALUD,4867,232
1132,SALUD,4520,217
1133,SALUD,4745,214
1134,SALUD,4151,209
1135,SALUD,4638,204
1136,SALUD,4118,198
1137,SALUD,4600,197
1138,SALUD,4500,191
1139,SALUD,4260,178
1140,SALUD,4550,176
1141,SALUD,4630,174
1142,SALUD,4820,170
1143,SALUD,4610,168
1144,SALUD,4271,160
1145,SALUD,4510,158
1146,SALUD,4880,138
1147,SALUD,4450,138
1148,SALUD,4116,130
1149,SALUD,4409,119
1150,SALUD,4459,117
1151,SALUD,4458,109
1152,SALUD,4470,108
1153,SALUD,4569,105
1154,SALUD,4531,101
1155,SALUD,4716,99
1156,SALUD,4750,98
1157,SALUD,4850,89
1158,SALUD,4712,87
1159,SALUD,4838,85
1160,SALUD,4717,79
1161,SALUD,4727,77
1162,SALUD,4628,77
1163,SALUD,4639,77
1164,SALUD,4810,76
1165,SALUD,4460,76
1166,SALUD,4713,74
1167,SALUD,4280,73
1168,SALUD,4431,72
1169,SALUD,4540,72
1170,SALUD,4420,68
1171,SALUD,4890,63
1172,SALUD,4660,63
1173,SALUD,4869,62
1174,SALUD,4640,57
1175,SALUD,4870,55
1176,SALUD,4160,53
1177,SALUD,4617,52
1178,SALUD,4779,52
1179,SALUD,4430,51
1180,SALUD,4728,50
1181,SALUD,4210,46
1182,SALUD,4113,43
1183,SALUD,4830,42
1184,SALUD,4715,42
1185,SALUD,4825,41
1186,SALUD,4661,40
1187,SALUD,4567,39
1188,SALUD,4115,37
1189,SALUD,4440,34
1190,SALUD,4212,34
1191,SALUD,4859,33
1192,SALUD,4815,33
1193,SALUD,4480,28
1194,SALUD,4479,28
1195,SALUD,4888,26
1196,SALUD,4149,25
1197,SALUD,4650,25
1198,SALUD,4887,24
1199,SALUD,4692,24
1200,SALUD,4276,23
1201,SALUD,4729,22
1202,SALUD,4878,21
1203,SALUD,4857,19
1204,SALUD,4568,19
1205,SALUD,4619,19
1206,SALUD,4213,16
1207,SALUD,4530,13
1208,SALUD,4288,13
1209,SALUD,4877,12
1210,SALUD,4532,12
1211,SALUD,4621,9
1212,SALUD,4211,9
1213,SALUD,4275,8
1214,SALUD,4114,7
1215,SALUD,4629,7
1216,SALUD,4879,6
1217,SALUD,4868,6
1218,SALUD,4897,5
1219,SALUD,4616,4
1220,SALUD,4813,4
1221,SALUD,4889,4
1222,SALUD,4648,3
1223,SALUD,4741,3
1224,SALUD,4743,3
1225,SALUD,4259,2
1226,SALUD,4746,2
1227,SALUD,4647,2
1228,SALUD,4618,1
1229,SALUD,4278,1
1230,SALUD,4558,1
1231,SALUD,4811,1
1232,TECNOLOGIA,4007,3290
1233,TECNOLOGIA,4009,3115
1234,TECNOLOGIA,4006,2348
1235,TECNOLOGIA,4005,1882
1236,TECNOLOGIA,4008,1795
1237,TECNOLOGIA,4004,1596
1238,TECNOLOGIA,4120,1493
1239,TECNOLOGIA,4230,1267
1240,TECNOLOGIA,4720,1190
1241,TECNOLOGIA,4003,1171
1242,TECNOLOGIA,4002,959
1243,TECNOLOGIA,4131,695
1244,TECNOLOGIA,4001,674
1245,TECNOLOGIA,4130,655
1246,TECNOLOGIA,4740,404
1247,TECNOLOGIA,4240,364
1248,TECNOLOGIA,4117,299
1249,TECNOLOGIA,4700,288
1250,TECNOLOGIA,4110,254
1251,TECNOLOGIA,4738,198
1252,TECNOLOGIA,4410,195
1253,TECNOLOGIA,4250,195
1254,TECNOLOGIA,4140,190
1255,TECNOLOGIA,4560,175
1256,TECNOLOGIA,4100,168
1257,TECNOLOGIA,4400,167
1258,TECNOLOGIA,4150,147
1259,TECNOLOGIA,4721,132
1260,TECNOLOGIA,4770,118
1261,TECNOLOGIA,4151,107
1262,TECNOLOGIA,4200,95
1263,TECNOLOGIA,4118,89
1264,TECNOLOGIA,4711,80
1265,TECNOLOGIA,4760,68
1266,TECNOLOGIA,4620,64
1267,TECNOLOGIA,4710,62
1268,TECNOLOGIA,4745,54
1269,TECNOLOGIA,4116,52
1270,TECNOLOGIA,4270,50
1271,TECNOLOGIA,4867,48
1272,TECNOLOGIA,4800,47
1273,TECNOLOGIA,4409,46
1274,TECNOLOGIA,4113,43
1275,TECNOLOGIA,4500,42
1276,TECNOLOGIA,4600,42
1277,TECNOLOGIA,4260,40
1278,TECNOLOGIA,4458,39
1279,TECNOLOGIA,4860,38
1280,TECNOLOGIA,4520,38
1281,TECNOLOGIA,4550,37
1282,TECNOLOGIA,4716,36
1283,TECNOLOGIA,4450,36
1284,TECNOLOGIA,4271,33
1285,TECNOLOGIA,4880,33
1286,TECNOLOGIA,4712,33
1287,TECNOLOGIA,4610,30
1288,TECNOLOGIA,4630,27
1289,TECNOLOGIA,4470,27
1290,TECNOLOGIA,4890,26
1291,TECNOLOGIA,4160,25
1292,TECNOLOGIA,4750,25
1293,TECNOLOGIA,4510,24
1294,TECNOLOGIA,4279,24
1295,TECNOLOGIA,4569,24
1296,TECNOLOGIA,4431,23
1297,TECNOLOGIA,4820,23
1298,TECNOLOGIA,4639,21
1299,TECNOLOGIA,4717,21
1300,TECNOLOGIA,4638,18
1301,TECNOLOGIA,4567,18
1302,TECNOLOGIA,4531,18
1303,TECNOLOGIA,4850,18
1304,TECNOLOGIA,4810,17
1305,TECNOLOGIA,4727,17
1306,TECNOLOGIA,4420,17
1307,TECNOLOGIA,4540,17
1308,TECNOLOGIA,4660,16
1309,TECNOLOGIA,4715,16
1310,TECNOLOGIA,4460,15
1311,TECNOLOGIA,4280,15
1312,TECNOLOGIA,4830,14
1313,TECNOLOGIA,4479,13
1314,TECNOLOGIA,4628,13
1315,TECNOLOGIA,4838,12
1316,TECNOLOGIA,4713,11
1317,TECNOLOGIA,4887,10
1318,TECNOLOGIA,4115,10
1319,TECNOLOGIA,4779,10
1320,TECNOLOGIA,4459,10
1321,TECNOLOGIA,4692,9
1322,TECNOLOGIA,4869,8
1323,TECNOLOGIA,4640,8
1324,TECNOLOGIA,4728,8
1325,TECNOLOGIA,4729,8
1326,TECNOLOGIA,4650,8
1327,TECNOLOGIA,4430,8
1328,TECNOLOGIA,4870,7
1329,TECNOLOGIA,4859,7
1330,TECNOLOGIA,4621,7
1331,TECNOLOGIA,4210,7
1332,TECNOLOGIA,4480,7
1333,TECNOLOGIA,4857,7
1334,TECNOLOGIA,4276,6
1335,TECNOLOGIA,4532,6
1336,TECNOLOGIA,4617,6
1337,TECNOLOGIA,4275,6
1338,TECNOLOGIA,4213,6
1339,TECNOLOGIA,4259,5
1340,TECNOLOGIA,4212,5
1341,TECNOLOGIA,4114,4
1342,TECNOLOGIA,4878,4
1343,TECNOLOGIA,4440,4
1344,TECNOLOGIA,4149,4
1345,TECNOLOGIA,4288,4
1346,TECNOLOGIA,4743,3
1347,TECNOLOGIA,4619,3
1348,TECNOLOGIA,4813,3
1349,TECNOLOGIA,4530,3
1350,TECNOLOGIA,4888,3
1351,TECNOLOGIA,4879,3
1352,TECNOLOGIA,4648,2
1353,TECNOLOGIA,4815,2
1354,TECNOLOGIA,4211,2
1355,TECNOLOGIA,4877,2
1356,TECNOLOGIA,4825,2
1357,TECNOLOGIA,4616,1
1358,TECNOLOGIA,4568,1
1359,TECNOLOGIA,4889,1
1360,TECNOLOGIA,4746,1
1361,TECNOLOGIA,4558,1
