,SECTOR,FECHA,media,Rad,Precip
425,TECNOLOGIA,2015-02-14,224.46153846153845,6.1,0.0
426,SALUD,2015-02-14,131.725,6.1,0.0
427,RESTAURACION,2015-02-14,48.96808510638298,6.1,0.0
428,OTROS,2015-02-14,65.68181818181819,6.1,0.0
429,OCIO Y TIEMPO LIBRE,2015-02-14,80.8780487804878,6.1,0.0
430,MODA Y COMPLEMENTOS,2015-02-14,71.54901960784314,6.1,0.0
431,HOGAR,2015-02-14,81.52380952380952,6.1,0.0
432,BELLEZA,2015-02-14,62.225352112676056,6.1,0.0
433,AUTO,2015-02-14,152.8,6.1,0.0
434,ALIMENTACION,2015-02-14,49.09090909090909,6.1,0.0
435,TECNOLOGIA,2015-02-15,55.0,10.4,0.0
436,SALUD,2015-02-15,36.0,10.4,0.0
437,RESTAURACION,2015-02-15,78.7578947368421,10.4,0.0
438,OTROS,2015-02-15,117.0,10.4,0.0
439,OCIO Y TIEMPO LIBRE,2015-02-15,55.0,10.4,0.0
440,MODA Y COMPLEMENTOS,2015-02-15,15.666666666666666,10.4,0.0
441,HOGAR,2015-02-15,197.5,10.4,0.0
442,BELLEZA,2015-02-15,4.0,10.4,0.0
443,AUTO,2015-02-15,16.0,10.4,0.0
444,ALIMENTACION,2015-02-15,19.0,10.4,0.0
445,TECNOLOGIA,2015-02-16,180.89473684210526,15.6,0.0
446,SALUD,2015-02-16,127.95161290322581,15.6,0.0
447,RESTAURACION,2015-02-16,51.411764705882355,15.6,0.0
448,OTROS,2015-02-16,56.17391304347826,15.6,0.0
449,OCIO Y TIEMPO LIBRE,2015-02-16,43.45454545454545,15.6,0.0
450,MODA Y COMPLEMENTOS,2015-02-16,78.59782608695652,15.6,0.0
451,HOGAR,2015-02-16,186.94285714285715,15.6,0.0
452,BELLEZA,2015-02-16,63.265306122448976,15.6,0.0
453,AUTO,2015-02-16,307.64285714285717,15.6,0.0
454,ALIMENTACION,2015-02-16,52.0,15.6,0.0
455,TECNOLOGIA,2015-02-17,114.85365853658537,1.4,29.6
456,SALUD,2015-02-17,121.703125,1.4,29.6
457,RESTAURACION,2015-02-17,52.75,1.4,29.6
458,OTROS,2015-02-17,142.0344827586207,1.4,29.6
459,OCIO Y TIEMPO LIBRE,2015-02-17,45.35,1.4,29.6
460,MODA Y COMPLEMENTOS,2015-02-17,71.47826086956522,1.4,29.6
461,HOGAR,2015-02-17,98.24137931034483,1.4,29.6
462,BELLEZA,2015-02-17,66.0754716981132,1.4,29.6
463,AUTO,2015-02-17,263.1875,1.4,29.6
464,ALIMENTACION,2015-02-17,113.16666666666667,1.4,29.6
465,TECNOLOGIA,2015-02-18,93.17647058823529,13.3,1.6
466,SALUD,2015-02-18,161.03472222222223,13.3,1.6
467,RESTAURACION,2015-02-18,63.03846153846154,13.3,1.6
468,OTROS,2015-02-18,62.74285714285714,13.3,1.6
469,OCIO Y TIEMPO LIBRE,2015-02-18,46.48888888888889,13.3,1.6
470,MODA Y COMPLEMENTOS,2015-02-18,95.29807692307692,13.3,1.6
471,HOGAR,2015-02-18,96.56756756756756,13.3,1.6
472,BELLEZA,2015-02-18,48.25806451612903,13.3,1.6
473,AUTO,2015-02-18,113.25,13.3,1.6
474,ALIMENTACION,2015-02-18,127.53846153846153,13.3,1.6
475,TECNOLOGIA,2015-02-19,132.25531914893617,15.4,0.0
476,SALUD,2015-02-19,135.7669172932331,15.4,0.0
477,RESTAURACION,2015-02-19,45.21739130434783,15.4,0.0
478,OTROS,2015-02-19,98.44827586206897,15.4,0.0
479,OCIO Y TIEMPO LIBRE,2015-02-19,55.76190476190476,15.4,0.0
480,MODA Y COMPLEMENTOS,2015-02-19,82.19811320754717,15.4,0.0
481,HOGAR,2015-02-19,142.39285714285714,15.4,0.0
482,BELLEZA,2015-02-19,58.25352112676056,15.4,0.0
483,AUTO,2015-02-19,99.77777777777777,15.4,0.0
484,ALIMENTACION,2015-02-19,67.07692307692308,15.4,0.0
485,TECNOLOGIA,2015-02-20,148.0,5.7,0.0
486,SALUD,2015-02-20,111.71304347826087,5.7,0.0
487,RESTAURACION,2015-02-20,46.08064516129032,5.7,0.0
488,OTROS,2015-02-20,60.64705882352941,5.7,0.0
489,OCIO Y TIEMPO LIBRE,2015-02-20,64.26315789473684,5.7,0.0
490,MODA Y COMPLEMENTOS,2015-02-20,89.08571428571429,5.7,0.0
491,HOGAR,2015-02-20,98.91428571428571,5.7,0.0
492,BELLEZA,2015-02-20,53.17977528089887,5.7,0.0
493,AUTO,2015-02-20,251.85,5.7,0.0
494,ALIMENTACION,2015-02-20,42.3125,5.7,0.0
495,TECNOLOGIA,2015-02-21,78.58064516129032,15.1,0.0
496,SALUD,2015-02-21,49.73809523809524,15.1,0.0
497,RESTAURACION,2015-02-21,44.78409090909091,15.1,0.0
498,OTROS,2015-02-21,173.75,15.1,0.0
499,OCIO Y TIEMPO LIBRE,2015-02-21,36.411764705882355,15.1,0.0
500,MODA Y COMPLEMENTOS,2015-02-21,90.48958333333333,15.1,0.0
501,HOGAR,2015-02-21,101.56,15.1,0.0
502,BELLEZA,2015-02-21,55.509803921568626,15.1,0.0
503,AUTO,2015-02-21,115.88888888888889,15.1,0.0
504,ALIMENTACION,2015-02-21,155.57142857142858,15.1,0.0
505,TECNOLOGIA,2015-02-22,,17.5,0.0
506,SALUD,2015-02-22,29.0,17.5,0.0
507,RESTAURACION,2015-02-22,37.24657534246575,17.5,0.0
508,OTROS,2015-02-22,115.0,17.5,0.0
509,OCIO Y TIEMPO LIBRE,2015-02-22,39.0,17.5,0.0
510,MODA Y COMPLEMENTOS,2015-02-22,84.1875,17.5,0.0
511,HOGAR,2015-02-22,,17.5,0.0
512,BELLEZA,2015-02-22,50.0,17.5,0.0
513,ALIMENTACION,2015-02-22,78.5,17.5,0.0
514,TECNOLOGIA,2015-02-23,162.27777777777777,17.9,0.0
515,SALUD,2015-02-23,130.64102564102564,17.9,0.0
516,RESTAURACION,2015-02-23,56.14705882352941,17.9,0.0
517,OTROS,2015-02-23,112.03846153846153,17.9,0.0
518,OCIO Y TIEMPO LIBRE,2015-02-23,55.975,17.9,0.0
519,MODA Y COMPLEMENTOS,2015-02-23,89.83908045977012,17.9,0.0
520,HOGAR,2015-02-23,82.89285714285714,17.9,0.0
521,BELLEZA,2015-02-23,54.57746478873239,17.9,0.0
522,AUTO,2015-02-23,155.8421052631579,17.9,0.0
523,ALIMENTACION,2015-02-23,154.75,17.9,0.0
524,TECNOLOGIA,2015-02-24,146.05263157894737,17.6,0.0
525,SALUD,2015-02-24,202.74264705882354,17.6,0.0
526,RESTAURACION,2015-02-24,47.76923076923077,17.6,0.0
527,OTROS,2015-02-24,43.1578947368421,17.6,0.0
528,OCIO Y TIEMPO LIBRE,2015-02-24,51.16129032258065,17.6,0.0
529,MODA Y COMPLEMENTOS,2015-02-24,75.02061855670104,17.6,0.0
530,HOGAR,2015-02-24,167.6764705882353,17.6,0.0
531,BELLEZA,2015-02-24,56.166666666666664,17.6,0.0
532,AUTO,2015-02-24,170.57142857142858,17.6,0.0
533,ALIMENTACION,2015-02-24,151.91304347826087,17.6,0.0
534,TECNOLOGIA,2015-02-25,123.59375,9.0,0.0
535,SALUD,2015-02-25,172.04761904761904,9.0,0.0
536,RESTAURACION,2015-02-25,59.69047619047619,9.0,0.0
537,OTROS,2015-02-25,111.6470588235294,9.0,0.0
538,OCIO Y TIEMPO LIBRE,2015-02-25,76.53488372093024,9.0,0.0
539,MODA Y COMPLEMENTOS,2015-02-25,94.59615384615384,9.0,0.0
540,HOGAR,2015-02-25,148.7027027027027,9.0,0.0
541,BELLEZA,2015-02-25,59.701149425287355,9.0,0.0
542,AUTO,2015-02-25,110.0625,9.0,0.0
543,ALIMENTACION,2015-02-25,29.75,9.0,0.0
544,TECNOLOGIA,2015-02-26,118.78947368421052,17.9,0.0
545,SALUD,2015-02-26,135.76190476190476,17.9,0.0
546,RESTAURACION,2015-02-26,51.02127659574468,17.9,0.0
547,OTROS,2015-02-26,100.96666666666667,17.9,0.0
548,OCIO Y TIEMPO LIBRE,2015-02-26,65.93333333333334,17.9,0.0
549,MODA Y COMPLEMENTOS,2015-02-26,94.64220183486239,17.9,0.0
550,HOGAR,2015-02-26,79.73809523809524,17.9,0.0
551,BELLEZA,2015-02-26,60.04,17.9,0.0
552,AUTO,2015-02-26,150.5,17.9,0.0
553,ALIMENTACION,2015-02-26,106.18181818181819,17.9,0.0
554,TECNOLOGIA,2015-02-27,142.3877551020408,17.6,0.0
555,SALUD,2015-02-27,139.4298245614035,17.6,0.0
556,RESTAURACION,2015-02-27,65.24561403508773,17.6,0.0
557,OTROS,2015-02-27,68.34615384615384,17.6,0.0
558,OCIO Y TIEMPO LIBRE,2015-02-27,70.13953488372093,17.6,0.0
559,MODA Y COMPLEMENTOS,2015-02-27,84.3875968992248,17.6,0.0
560,HOGAR,2015-02-27,92.23684210526316,17.6,0.0
561,BELLEZA,2015-02-27,63.046875,17.6,0.0
562,AUTO,2015-02-27,139.33333333333334,17.6,0.0
563,ALIMENTACION,2015-02-27,161.75,17.6,0.0
564,TECNOLOGIA,2015-02-28,,16.9,0.0
565,SALUD,2015-02-28,42.0,16.9,0.0
566,RESTAURACION,2015-02-28,60.714285714285715,16.9,0.0
567,OTROS,2015-02-28,51.5,16.9,0.0
568,OCIO Y TIEMPO LIBRE,2015-02-28,347.4,16.9,0.0
569,MODA Y COMPLEMENTOS,2015-02-28,33.63636363636363,16.9,0.0
570,HOGAR,2015-02-28,,16.9,0.0
571,BELLEZA,2015-02-28,74.8,16.9,0.0
572,ALIMENTACION,2015-02-28,21.0,16.9,0.0
573,TECNOLOGIA,2015-03-01,178.0,16.5,0.0
574,SALUD,2015-03-01,23.6,16.5,0.0
575,RESTAURACION,2015-03-01,41.23943661971831,16.5,0.0
576,OTROS,2015-03-01,123.5,16.5,0.0
577,OCIO Y TIEMPO LIBRE,2015-03-01,37.5,16.5,0.0
578,MODA Y COMPLEMENTOS,2015-03-01,17.2,16.5,0.0
579,HOGAR,2015-03-01,17.0,16.5,0.0
580,BELLEZA,2015-03-01,,16.5,0.0
581,AUTO,2015-03-01,365.0,16.5,0.0
582,ALIMENTACION,2015-03-01,11.0,16.5,0.0
583,TECNOLOGIA,2015-03-02,172.33333333333334,14.6,0.2
584,SALUD,2015-03-02,183.7891156462585,14.6,0.2
585,RESTAURACION,2015-03-02,56.575,14.6,0.2
586,OTROS,2015-03-02,73.38888888888889,14.6,0.2
587,OCIO Y TIEMPO LIBRE,2015-03-02,63.795918367346935,14.6,0.2
588,MODA Y COMPLEMENTOS,2015-03-02,107.23140495867769,14.6,0.2
589,HOGAR,2015-03-02,127.81818181818181,14.6,0.2
590,BELLEZA,2015-03-02,64.74074074074075,14.6,0.2
591,AUTO,2015-03-02,103.2,14.6,0.2
592,ALIMENTACION,2015-03-02,118.77777777777777,14.6,0.2
593,TECNOLOGIA,2015-03-03,182.97619047619048,8.3,0.0
594,SALUD,2015-03-03,130.3625,8.3,0.0
595,RESTAURACION,2015-03-03,62.67391304347826,8.3,0.0
596,OTROS,2015-03-03,67.24242424242425,8.3,0.0
597,OCIO Y TIEMPO LIBRE,2015-03-03,49.7,8.3,0.0
598,MODA Y COMPLEMENTOS,2015-03-03,90.21538461538462,8.3,0.0
599,HOGAR,2015-03-03,111.97058823529412,8.3,0.0
600,BELLEZA,2015-03-03,50.743589743589745,8.3,0.0
601,AUTO,2015-03-03,209.6315789473684,8.3,0.0
602,ALIMENTACION,2015-03-03,142.44444444444446,8.3,0.0
603,TECNOLOGIA,2015-03-04,130.33333333333334,6.8,0.0
604,SALUD,2015-03-04,160.96052631578948,6.8,0.0
605,RESTAURACION,2015-03-04,73.8157894736842,6.8,0.0
606,OTROS,2015-03-04,128.84615384615384,6.8,0.0
607,OCIO Y TIEMPO LIBRE,2015-03-04,62.94285714285714,6.8,0.0
608,MODA Y COMPLEMENTOS,2015-03-04,82.96694214876032,6.8,0.0
609,HOGAR,2015-03-04,78.48387096774194,6.8,0.0
610,BELLEZA,2015-03-04,49.74666666666667,6.8,0.0
611,AUTO,2015-03-04,199.30769230769232,6.8,0.0
612,ALIMENTACION,2015-03-04,79.13333333333334,6.8,0.0
613,TECNOLOGIA,2015-03-05,226.59459459459458,20.0,0.0
614,SALUD,2015-03-05,195.31034482758622,20.0,0.0
615,RESTAURACION,2015-03-05,55.65217391304348,20.0,0.0
616,OTROS,2015-03-05,100.64,20.0,0.0
617,OCIO Y TIEMPO LIBRE,2015-03-05,56.36842105263158,20.0,0.0
618,MODA Y COMPLEMENTOS,2015-03-05,106.90243902439025,20.0,0.0
619,HOGAR,2015-03-05,95.83783783783784,20.0,0.0
620,BELLEZA,2015-03-05,56.074074074074076,20.0,0.0
621,AUTO,2015-03-05,127.25806451612904,20.0,0.0
622,ALIMENTACION,2015-03-05,274.35,20.0,0.0
623,TECNOLOGIA,2015-03-06,140.24,20.0,0.0
624,SALUD,2015-03-06,117.62937062937063,20.0,0.0
625,RESTAURACION,2015-03-06,73.01960784313725,20.0,0.0
626,OTROS,2015-03-06,81.0,20.0,0.0
627,OCIO Y TIEMPO LIBRE,2015-03-06,65.9090909090909,20.0,0.0
628,MODA Y COMPLEMENTOS,2015-03-06,87.68217054263566,20.0,0.0
629,HOGAR,2015-03-06,176.33333333333334,20.0,0.0
630,BELLEZA,2015-03-06,60.45918367346939,20.0,0.0
631,AUTO,2015-03-06,148.85714285714286,20.0,0.0
632,ALIMENTACION,2015-03-06,131.08695652173913,20.0,0.0
633,TECNOLOGIA,2015-03-07,138.0487804878049,20.2,0.0
634,SALUD,2015-03-07,84.3529411764706,20.2,0.0
635,RESTAURACION,2015-03-07,48.45333333333333,20.2,0.0
636,OTROS,2015-03-07,89.13636363636364,20.2,0.0
637,OCIO Y TIEMPO LIBRE,2015-03-07,57.375,20.2,0.0
638,MODA Y COMPLEMENTOS,2015-03-07,113.4862385321101,20.2,0.0
639,HOGAR,2015-03-07,126.24,20.2,0.0
640,BELLEZA,2015-03-07,67.62711864406779,20.2,0.0
641,AUTO,2015-03-07,206.69565217391303,20.2,0.0
642,ALIMENTACION,2015-03-07,125.0,20.2,0.0
643,TECNOLOGIA,2015-03-08,66.0,17.8,0.0
644,SALUD,2015-03-08,428.75,17.8,0.0
645,RESTAURACION,2015-03-08,45.9,17.8,0.0
646,OTROS,2015-03-08,95.6,17.8,0.0
647,OCIO Y TIEMPO LIBRE,2015-03-08,44.25,17.8,0.0
648,MODA Y COMPLEMENTOS,2015-03-08,31.0,17.8,0.0
649,HOGAR,2015-03-08,159.38095238095238,17.8,0.0
650,BELLEZA,2015-03-08,,17.8,0.0
651,ALIMENTACION,2015-03-08,23.5,17.8,0.0
652,TECNOLOGIA,2015-03-09,120.84313725490196,18.1,0.0
653,SALUD,2015-03-09,161.89473684210526,18.1,0.0
654,RESTAURACION,2015-03-09,43.28125,18.1,0.0
655,OTROS,2015-03-09,116.03030303030303,18.1,0.0
656,OCIO Y TIEMPO LIBRE,2015-03-09,68.37931034482759,18.1,0.0
657,MODA Y COMPLEMENTOS,2015-03-09,89.4059405940594,18.1,0.0
658,HOGAR,2015-03-09,67.02702702702703,18.1,0.0
659,BELLEZA,2015-03-09,66.55813953488372,18.1,0.0
660,AUTO,2015-03-09,175.3125,18.1,0.0
661,ALIMENTACION,2015-03-09,248.16666666666666,18.1,0.0
662,TECNOLOGIA,2015-03-10,137.0681818181818,19.6,0.0
663,SALUD,2015-03-10,144.3709677419355,19.6,0.0
664,RESTAURACION,2015-03-10,77.59375,19.6,0.0
665,OTROS,2015-03-10,101.14285714285714,19.6,0.0
666,OCIO Y TIEMPO LIBRE,2015-03-10,33.794117647058826,19.6,0.0
667,MODA Y COMPLEMENTOS,2015-03-10,102.17924528301887,19.6,0.0
668,HOGAR,2015-03-10,127.57575757575758,19.6,0.0
669,BELLEZA,2015-03-10,64.48648648648648,19.6,0.0
670,AUTO,2015-03-10,161.88,19.6,0.0
671,ALIMENTACION,2015-03-10,95.0,19.6,0.0
672,TECNOLOGIA,2015-03-11,93.78947368421052,19.8,0.0
673,SALUD,2015-03-11,136.91194968553458,19.8,0.0
674,RESTAURACION,2015-03-11,60.18518518518518,19.8,0.0
675,OTROS,2015-03-11,95.38709677419355,19.8,0.0
676,OCIO Y TIEMPO LIBRE,2015-03-11,60.285714285714285,19.8,0.0
677,MODA Y COMPLEMENTOS,2015-03-11,95.40944881889764,19.8,0.0
678,HOGAR,2015-03-11,75.21153846153847,19.8,0.0
679,BELLEZA,2015-03-11,57.91304347826087,19.8,0.0
680,AUTO,2015-03-11,141.9375,19.8,0.0
681,ALIMENTACION,2015-03-11,49.77777777777778,19.8,0.0
682,TECNOLOGIA,2015-03-12,90.28571428571429,16.7,0.0
683,SALUD,2015-03-12,154.62820512820514,16.7,0.0
684,RESTAURACION,2015-03-12,31.487179487179485,16.7,0.0
685,OTROS,2015-03-12,74.24,16.7,0.0
686,OCIO Y TIEMPO LIBRE,2015-03-12,86.46666666666667,16.7,0.0
687,MODA Y COMPLEMENTOS,2015-03-12,93.55970149253731,16.7,0.0
688,HOGAR,2015-03-12,135.45454545454547,16.7,0.0
689,BELLEZA,2015-03-12,55.06896551724138,16.7,0.0
690,AUTO,2015-03-12,137.55555555555554,16.7,0.0
691,ALIMENTACION,2015-03-12,202.92307692307693,16.7,0.0
692,TECNOLOGIA,2015-03-13,127.91666666666667,18.3,0.0
693,SALUD,2015-03-13,207.1654135338346,18.3,0.0
694,RESTAURACION,2015-03-13,45.6,18.3,0.0
695,OTROS,2015-03-13,68.42857142857143,18.3,0.0
696,OCIO Y TIEMPO LIBRE,2015-03-13,108.125,18.3,0.0
697,MODA Y COMPLEMENTOS,2015-03-13,89.62328767123287,18.3,0.0
698,HOGAR,2015-03-13,101.82857142857142,18.3,0.0
699,BELLEZA,2015-03-13,54.26,18.3,0.0
700,AUTO,2015-03-13,156.65384615384616,18.3,0.0
701,ALIMENTACION,2015-03-13,154.53333333333333,18.3,0.0
702,TECNOLOGIA,2015-03-14,114.48571428571428,10.0,0.4
703,SALUD,2015-03-14,140.5,10.0,0.4
704,RESTAURACION,2015-03-14,53.275862068965516,10.0,0.4
705,OTROS,2015-03-14,57.45,10.0,0.4
706,OCIO Y TIEMPO LIBRE,2015-03-14,62.03125,10.0,0.4
707,MODA Y COMPLEMENTOS,2015-03-14,120.58823529411765,10.0,0.4
708,HOGAR,2015-03-14,155.65384615384616,10.0,0.4
709,BELLEZA,2015-03-14,52.6551724137931,10.0,0.4
710,AUTO,2015-03-14,130.23076923076923,10.0,0.4
711,ALIMENTACION,2015-03-14,128.42105263157896,10.0,0.4
712,TECNOLOGIA,2015-03-15,41.25,19.1,0.0
713,SALUD,2015-03-15,54.4,19.1,0.0
714,RESTAURACION,2015-03-15,51.764044943820224,19.1,0.0
715,OTROS,2015-03-15,49.5,19.1,0.0
716,OCIO Y TIEMPO LIBRE,2015-03-15,23.0,19.1,0.0
717,MODA Y COMPLEMENTOS,2015-03-15,43.63636363636363,19.1,0.0
718,HOGAR,2015-03-15,,19.1,0.0
719,ALIMENTACION,2015-03-15,,19.1,0.0
720,TECNOLOGIA,2015-03-16,129.8108108108108,16.2,0.0
721,SALUD,2015-03-16,126.35810810810811,16.2,0.0
722,RESTAURACION,2015-03-16,72.27272727272727,16.2,0.0
723,OTROS,2015-03-16,66.65625,16.2,0.0
724,OCIO Y TIEMPO LIBRE,2015-03-16,91.23809523809524,16.2,0.0
725,MODA Y COMPLEMENTOS,2015-03-16,91.61832061068702,16.2,0.0
726,HOGAR,2015-03-16,86.33333333333333,16.2,0.0
727,BELLEZA,2015-03-16,53.50819672131148,16.2,0.0
728,AUTO,2015-03-16,97.25,16.2,0.0
729,ALIMENTACION,2015-03-16,22.555555555555557,16.2,0.0
730,TECNOLOGIA,2015-03-17,133.97560975609755,17.4,0.8
731,SALUD,2015-03-17,104.4296875,17.4,0.8
732,RESTAURACION,2015-03-17,64.15,17.4,0.8
733,OTROS,2015-03-17,128.75,17.4,0.8
734,OCIO Y TIEMPO LIBRE,2015-03-17,55.0,17.4,0.8
735,MODA Y COMPLEMENTOS,2015-03-17,97.29133858267717,17.4,0.8
736,HOGAR,2015-03-17,156.09677419354838,17.4,0.8
737,BELLEZA,2015-03-17,53.73913043478261,17.4,0.8
738,AUTO,2015-03-17,141.3125,17.4,0.8
739,ALIMENTACION,2015-03-17,105.2,17.4,0.8
740,TECNOLOGIA,2015-03-18,100.0204081632653,5.6,6.4
741,SALUD,2015-03-18,164.04964539007094,5.6,6.4
742,RESTAURACION,2015-03-18,70.6,5.6,6.4
743,OTROS,2015-03-18,163.20833333333334,5.6,6.4
744,OCIO Y TIEMPO LIBRE,2015-03-18,61.638888888888886,5.6,6.4
745,MODA Y COMPLEMENTOS,2015-03-18,86.66417910447761,5.6,6.4
746,HOGAR,2015-03-18,113.85106382978724,5.6,6.4
747,BELLEZA,2015-03-18,73.9620253164557,5.6,6.4
748,AUTO,2015-03-18,268.625,5.6,6.4
749,ALIMENTACION,2015-03-18,180.0,5.6,6.4
750,TECNOLOGIA,2015-03-19,168.9777777777778,10.1,0.0
751,SALUD,2015-03-19,149.94736842105263,10.1,0.0
752,RESTAURACION,2015-03-19,50.42857142857143,10.1,0.0
753,OTROS,2015-03-19,67.89473684210526,10.1,0.0
754,OCIO Y TIEMPO LIBRE,2015-03-19,51.46511627906977,10.1,0.0
755,MODA Y COMPLEMENTOS,2015-03-19,96.66935483870968,10.1,0.0
756,HOGAR,2015-03-19,172.67391304347825,10.1,0.0
757,BELLEZA,2015-03-19,60.83132530120482,10.1,0.0
758,AUTO,2015-03-19,103.28571428571429,10.1,0.0
759,ALIMENTACION,2015-03-19,71.625,10.1,0.0
760,TECNOLOGIA,2015-03-20,92.5,7.3,40.6
761,SALUD,2015-03-20,158.25757575757575,7.3,40.6
762,RESTAURACION,2015-03-20,60.27777777777778,7.3,40.6
763,OTROS,2015-03-20,88.6,7.3,40.6
764,OCIO Y TIEMPO LIBRE,2015-03-20,42.37931034482759,7.3,40.6
765,MODA Y COMPLEMENTOS,2015-03-20,114.76595744680851,7.3,40.6
766,HOGAR,2015-03-20,84.46428571428571,7.3,40.6
767,BELLEZA,2015-03-20,51.11827956989247,7.3,40.6
768,AUTO,2015-03-20,192.89473684210526,7.3,40.6
769,ALIMENTACION,2015-03-20,89.93333333333334,7.3,40.6
770,TECNOLOGIA,2015-03-21,144.08333333333334,19.7,0.0
771,SALUD,2015-03-21,153.09375,19.7,0.0
772,RESTAURACION,2015-03-21,56.34285714285714,19.7,0.0
773,OTROS,2015-03-21,109.35714285714286,19.7,0.0
774,OCIO Y TIEMPO LIBRE,2015-03-21,53.6,19.7,0.0
775,MODA Y COMPLEMENTOS,2015-03-21,112.75206611570248,19.7,0.0
776,HOGAR,2015-03-21,160.3448275862069,19.7,0.0
777,BELLEZA,2015-03-21,65.08333333333333,19.7,0.0
778,AUTO,2015-03-21,183.36363636363637,19.7,0.0
779,ALIMENTACION,2015-03-21,119.28571428571429,19.7,0.0
780,SALUD,2015-03-22,38.5,19.5,0.0
781,RESTAURACION,2015-03-22,64.89041095890411,19.5,0.0
782,OTROS,2015-03-22,46.333333333333336,19.5,0.0
783,OCIO Y TIEMPO LIBRE,2015-03-22,55.0,19.5,0.0
784,MODA Y COMPLEMENTOS,2015-03-22,13.19047619047619,19.5,0.0
785,HOGAR,2015-03-22,,19.5,0.0
786,BELLEZA,2015-03-22,50.0,19.5,0.0
787,AUTO,2015-03-22,12.0,19.5,0.0
788,ALIMENTACION,2015-03-22,81.5,19.5,0.0
789,TECNOLOGIA,2015-03-23,159.5681818181818,17.8,0.0
790,SALUD,2015-03-23,148.17482517482517,17.8,0.0
791,RESTAURACION,2015-03-23,57.69444444444444,17.8,0.0
792,OTROS,2015-03-23,60.391304347826086,17.8,0.0
793,OCIO Y TIEMPO LIBRE,2015-03-23,51.93103448275862,17.8,0.0
794,MODA Y COMPLEMENTOS,2015-03-23,114.76851851851852,17.8,0.0
795,HOGAR,2015-03-23,205.46666666666667,17.8,0.0
796,BELLEZA,2015-03-23,62.816901408450704,17.8,0.0
797,AUTO,2015-03-23,212.22222222222223,17.8,0.0
798,ALIMENTACION,2015-03-23,34.111111111111114,17.8,0.0
799,TECNOLOGIA,2015-03-24,210.84615384615384,16.8,8.2
800,SALUD,2015-03-24,132.2469135802469,16.8,8.2
801,RESTAURACION,2015-03-24,90.1951219512195,16.8,8.2
802,OTROS,2015-03-24,77.34782608695652,16.8,8.2
803,OCIO Y TIEMPO LIBRE,2015-03-24,159.21621621621622,16.8,8.2
804,MODA Y COMPLEMENTOS,2015-03-24,100.75221238938053,16.8,8.2
805,HOGAR,2015-03-24,175.34375,16.8,8.2
806,BELLEZA,2015-03-24,61.8051948051948,16.8,8.2
807,AUTO,2015-03-24,119.6470588235294,16.8,8.2
808,ALIMENTACION,2015-03-24,96.125,16.8,8.2
809,TECNOLOGIA,2015-03-25,88.2127659574468,9.1,0.6
810,SALUD,2015-03-25,137.1037037037037,9.1,0.6
811,RESTAURACION,2015-03-25,71.01886792452831,9.1,0.6
812,OTROS,2015-03-25,95.68,9.1,0.6
813,OCIO Y TIEMPO LIBRE,2015-03-25,90.5,9.1,0.6
814,MODA Y COMPLEMENTOS,2015-03-25,94.26086956521739,9.1,0.6
815,HOGAR,2015-03-25,72.69444444444444,9.1,0.6
816,BELLEZA,2015-03-25,54.91044776119403,9.1,0.6
817,AUTO,2015-03-25,108.25,9.1,0.6
818,ALIMENTACION,2015-03-25,53.6,9.1,0.6
819,TECNOLOGIA,2015-03-26,117.625,22.6,0.0
820,SALUD,2015-03-26,173.66013071895424,22.6,0.0
821,RESTAURACION,2015-03-26,49.625,22.6,0.0
822,OTROS,2015-03-26,152.21428571428572,22.6,0.0
823,OCIO Y TIEMPO LIBRE,2015-03-26,46.275,22.6,0.0
824,MODA Y COMPLEMENTOS,2015-03-26,120.18045112781955,22.6,0.0
825,HOGAR,2015-03-26,134.7111111111111,22.6,0.0
826,BELLEZA,2015-03-26,67.03,22.6,0.0
827,AUTO,2015-03-26,141.47368421052633,22.6,0.0
828,ALIMENTACION,2015-03-26,81.52631578947368,22.6,0.0
829,TECNOLOGIA,2015-03-27,120.51515151515152,23.0,0.0
830,SALUD,2015-03-27,174.1764705882353,23.0,0.0
831,RESTAURACION,2015-03-27,30.767857142857142,23.0,0.0
832,OTROS,2015-03-27,63.25,23.0,0.0
833,OCIO Y TIEMPO LIBRE,2015-03-27,87.0,23.0,0.0
834,MODA Y COMPLEMENTOS,2015-03-27,104.62280701754386,23.0,0.0
835,HOGAR,2015-03-27,72.73809523809524,23.0,0.0
836,BELLEZA,2015-03-27,59.456,23.0,0.0
837,AUTO,2015-03-27,117.84615384615384,23.0,0.0
838,ALIMENTACION,2015-03-27,87.875,23.0,0.0
839,TECNOLOGIA,2015-03-28,136.66666666666666,23.2,0.0
840,SALUD,2015-03-28,130.9318181818182,23.2,0.0
841,RESTAURACION,2015-03-28,54.935483870967744,23.2,0.0
842,OTROS,2015-03-28,52.42857142857143,23.2,0.0
843,OCIO Y TIEMPO LIBRE,2015-03-28,53.074074074074076,23.2,0.0
844,MODA Y COMPLEMENTOS,2015-03-28,122.29166666666667,23.2,0.0
845,HOGAR,2015-03-28,93.9090909090909,23.2,0.0
846,BELLEZA,2015-03-28,58.94915254237288,23.2,0.0
847,AUTO,2015-03-28,203.5,23.2,0.0
848,ALIMENTACION,2015-03-28,81.05555555555556,23.2,0.0
849,SALUD,2015-03-29,38.5,22.4,0.2
850,RESTAURACION,2015-03-29,39.38805970149254,22.4,0.2
851,OTROS,2015-03-29,279.25,22.4,0.2
